States/UTs,Crime Head,18-30,30-45,45-60,60+,Total
A & N Islands,1 - Murder (Section 302 IPC),1,6,2,0,9
A & N Islands,2 - Attempt to commit Murder (Section 307 IPC),12,5,1,0,18
A & N Islands,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),3,3,2,0,8
A & N Islands,4 - Attempt to commit Culpable Homicide (Section 308 IPC),1,1,0,0,2
A & N Islands,5 - Rape (Section 376 IPC),20,10,3,2,35
A & N Islands,5.1 - Custodial Rape,0,0,0,0,0
A & N Islands,5.1.1 - Gang Rape,0,0,0,0,0
A & N Islands,5.1.2 - Other Rape,0,0,0,0,0
A & N Islands,5.2 - Rape other than Custodial,20,10,3,2,35
A & N Islands,5.2.1 - Gang Rape,4,0,0,0,4
A & N Islands,5.2.2 - Other Rape,16,10,3,2,31
A & N Islands,6 - Attempt to commit Rape (Section 376/511 IPC),0,0,0,0,0
A & N Islands,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",13,7,0,0,20
A & N Islands,7.1 - Kidnapping & Abduction (Section 363 IPC),10,0,0,0,10
A & N Islands,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
A & N Islands,7.3 - Kidnapping for Ransom (Section 364A IPC),0,0,0,0,0
A & N Islands,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0,0,0,0,0
A & N Islands,7.5 - Other Kidnapping,3,7,0,0,10
A & N Islands,"8 - Dacoity (Section 395,396-398 IPC)",0,0,0,0,0
A & N Islands,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
A & N Islands,8.2 - Other Dacoity,0,0,0,0,0
A & N Islands,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,0,0,0,0
A & N Islands,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",4,2,0,0,6
A & N Islands,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),22,13,2,0,37
A & N Islands,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",16,6,1,0,23
A & N Islands,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",6,7,1,0,14
A & N Islands,12 - Theft (Section 379 to 382 IPC),23,16,2,1,42
A & N Islands,12.1 - Auto Theft,0,1,0,0,1
A & N Islands,12.2 - Other Thefts,23,15,2,1,41
A & N Islands,"13 - Unlawful Assembly (Section 143,144 & 145)",2,5,1,0,8
A & N Islands,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",40,21,9,0,70
A & N Islands,14.1 - Communal,0,0,0,0,0
A & N Islands,14.2 - Industrial,0,0,0,0,0
A & N Islands,14.3 - Political,0,0,0,0,0
A & N Islands,14.4 - Caste Conflict,0,0,0,0,0
A & N Islands,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
A & N Islands,14.4.2 - Other Caste Riots,0,0,0,0,0
A & N Islands,14.5 - Agrarian,0,0,0,0,0
A & N Islands,14.6 - Students,0,0,0,0,0
A & N Islands,14.7 - Sectarian,0,0,0,0,0
A & N Islands,14.8 - Other Riots,40,21,9,0,70
A & N Islands,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2,1,2,0,5
A & N Islands,16 - Cheating (Section 420 IPC),5,13,5,0,23
A & N Islands,"17 - Forgery (Section 465, 468 & 471 IPC)",3,3,1,0,7
A & N Islands,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",1,1,0,0,2
A & N Islands,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
A & N Islands,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
A & N Islands,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),1,1,0,0,2
A & N Islands,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
A & N Islands,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),1,1,0,0,2
A & N Islands,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
A & N Islands,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
A & N Islands,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
A & N Islands,19 - Arson (Section 435-436 & 438 IPC),1,2,1,1,5
A & N Islands,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",12,14,3,3,32
A & N Islands,20.1 - Grievous Hurt (Section 325 & 326 IPC),12,14,3,3,32
A & N Islands,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
A & N Islands,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
A & N Islands,21 - Dowry Deaths (Section 304-B IPC),2,2,2,2,8
A & N Islands,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),19,14,13,0,46
A & N Islands,22.1 - Sexual Harassment (Section 354A IPC),7,7,6,0,20
A & N Islands,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),0,1,0,0,1
A & N Islands,22.3 - Voyeurism (Section 354C IPC),0,1,0,0,1
A & N Islands,22.4 - Stalking (Section 354D IPC),7,0,0,0,7
A & N Islands,22.5 - Others,5,5,7,0,17
A & N Islands,23 - Insult to the Modesty of Women (Section 509 IPC),4,2,0,0,6
A & N Islands,23.1 - At Office premises,0,0,0,0,0
A & N Islands,23.2 - Places related to work other than Office,0,0,0,0,0
A & N Islands,23.3 - In Public Transport system,0,0,0,0,0
A & N Islands,23.4 - in Other Places,4,2,0,0,6
A & N Islands,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2,3,2,1,8
A & N Islands,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
A & N Islands,26 - Causing Death by Negligence (Section 304-A IPC),10,16,5,0,31
A & N Islands,26.1 - Deaths due to negligent driving/act,8,11,3,0,22
A & N Islands,26.2 - Deaths due to Other Causes,2,5,2,0,9
A & N Islands,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
A & N Islands,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
A & N Islands,27.2 - Other offences against State,0,0,0,0,0
A & N Islands,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,1,1
A & N Islands,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,1,1
A & N Islands,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
A & N Islands,29 - Extortion (Section 384 - 389 IPC),0,0,0,0,0
A & N Islands,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
A & N Islands,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),97,69,35,3,204
A & N Islands,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
A & N Islands,33 - Unnatural Offences U/s 377 IPC,1,2,0,0,3
A & N Islands,34 - Other IPC crimes,75,78,37,7,197
A & N Islands,35 - Total Cognizable IPC crimes,375,309,128,21,833
Chandigarh,1 - Murder (Section 302 IPC),22,18,5,0,45
Chandigarh,2 - Attempt to commit Murder (Section 307 IPC),24,34,13,0,71
Chandigarh,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),5,4,2,0,11
Chandigarh,4 - Attempt to commit Culpable Homicide (Section 308 IPC),11,10,3,0,24
Chandigarh,5 - Rape (Section 376 IPC),31,22,9,1,63
Chandigarh,5.1 - Custodial Rape,0,0,0,0,0
Chandigarh,5.1.1 - Gang Rape,0,0,0,0,0
Chandigarh,5.1.2 - Other Rape,0,0,0,0,0
Chandigarh,5.2 - Rape other than Custodial,31,22,9,1,63
Chandigarh,5.2.1 - Gang Rape,0,0,0,0,0
Chandigarh,5.2.2 - Other Rape,31,22,9,1,63
Chandigarh,6 - Attempt to commit Rape (Section 376/511 IPC),1,2,1,0,4
Chandigarh,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",31,26,7,0,64
Chandigarh,7.1 - Kidnapping & Abduction (Section 363 IPC),6,6,2,0,14
Chandigarh,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Chandigarh,7.3 - Kidnapping for Ransom (Section 364A IPC),2,2,0,0,4
Chandigarh,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),18,13,4,0,35
Chandigarh,7.5 - Other Kidnapping,5,5,1,0,11
Chandigarh,"8 - Dacoity (Section 395,396-398 IPC)",12,7,0,0,19
Chandigarh,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Chandigarh,8.2 - Other Dacoity,12,7,0,0,19
Chandigarh,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),12,7,0,0,19
Chandigarh,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",53,42,32,0,127
Chandigarh,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),55,57,22,0,134
Chandigarh,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",25,28,14,0,67
Chandigarh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",30,29,8,0,67
Chandigarh,12 - Theft (Section 379 to 382 IPC),305,208,93,0,606
Chandigarh,12.1 - Auto Theft,132,84,52,0,268
Chandigarh,12.2 - Other Thefts,173,124,41,0,338
Chandigarh,"13 - Unlawful Assembly (Section 143,144 & 145)",0,0,0,0,0
Chandigarh,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",55,32,9,0,96
Chandigarh,14.1 - Communal,0,0,0,0,0
Chandigarh,14.2 - Industrial,0,0,0,0,0
Chandigarh,14.3 - Political,0,0,0,0,0
Chandigarh,14.4 - Caste Conflict,0,0,0,0,0
Chandigarh,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Chandigarh,14.4.2 - Other Caste Riots,0,0,0,0,0
Chandigarh,14.5 - Agrarian,0,0,0,0,0
Chandigarh,14.6 - Students,18,0,0,0,18
Chandigarh,14.7 - Sectarian,0,0,0,0,0
Chandigarh,14.8 - Other Riots,37,32,9,0,78
Chandigarh,15 - Criminal Breach of Trust (Section 406 to 409 IPC),14,12,2,0,28
Chandigarh,16 - Cheating (Section 420 IPC),67,99,49,0,215
Chandigarh,"17 - Forgery (Section 465, 468 & 471 IPC)",0,1,0,0,1
Chandigarh,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",0,0,0,0,0
Chandigarh,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Chandigarh,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Chandigarh,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),0,0,0,0,0
Chandigarh,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
Chandigarh,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),0,0,0,0,0
Chandigarh,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
Chandigarh,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Chandigarh,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Chandigarh,19 - Arson (Section 435-436 & 438 IPC),7,6,2,0,15
Chandigarh,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",24,17,4,0,45
Chandigarh,20.1 - Grievous Hurt (Section 325 & 326 IPC),24,17,4,0,45
Chandigarh,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
Chandigarh,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Chandigarh,21 - Dowry Deaths (Section 304-B IPC),2,1,0,0,3
Chandigarh,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),62,42,13,0,117
Chandigarh,22.1 - Sexual Harassment (Section 354A IPC),18,14,7,0,39
Chandigarh,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2,2,0,0,4
Chandigarh,22.3 - Voyeurism (Section 354C IPC),3,0,0,0,3
Chandigarh,22.4 - Stalking (Section 354D IPC),7,5,0,0,12
Chandigarh,22.5 - Others,32,21,6,0,59
Chandigarh,23 - Insult to the Modesty of Women (Section 509 IPC),5,0,0,0,5
Chandigarh,23.1 - At Office premises,0,0,0,0,0
Chandigarh,23.2 - Places related to work other than Office,2,0,0,0,2
Chandigarh,23.3 - In Public Transport system,0,0,0,0,0
Chandigarh,23.4 - in Other Places,3,0,0,0,3
Chandigarh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),63,40,27,0,130
Chandigarh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Chandigarh,26 - Causing Death by Negligence (Section 304-A IPC),33,22,12,0,67
Chandigarh,26.1 - Deaths due to negligent driving/act,28,22,12,0,62
Chandigarh,26.2 - Deaths due to Other Causes,5,0,0,0,5
Chandigarh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Chandigarh,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Chandigarh,27.2 - Other offences against State,0,0,0,0,0
Chandigarh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Chandigarh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Chandigarh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Chandigarh,29 - Extortion (Section 384 - 389 IPC),5,4,0,0,9
Chandigarh,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Chandigarh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),104,88,32,0,224
Chandigarh,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
Chandigarh,33 - Unnatural Offences U/s 377 IPC,1,2,0,0,3
Chandigarh,34 - Other IPC crimes,238,218,147,0,603
Chandigarh,35 - Total Cognizable IPC crimes,1242,1021,484,1,2748
D&N Haveli,1 - Murder (Section 302 IPC),2,1,0,0,3
D&N Haveli,2 - Attempt to commit Murder (Section 307 IPC),7,4,0,0,11
D&N Haveli,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),3,0,0,0,3
D&N Haveli,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
D&N Haveli,5 - Rape (Section 376 IPC),5,0,0,0,5
D&N Haveli,5.1 - Custodial Rape,0,0,0,0,0
D&N Haveli,5.1.1 - Gang Rape,0,0,0,0,0
D&N Haveli,5.1.2 - Other Rape,0,0,0,0,0
D&N Haveli,5.2 - Rape other than Custodial,5,0,0,0,5
D&N Haveli,5.2.1 - Gang Rape,0,0,0,0,0
D&N Haveli,5.2.2 - Other Rape,5,0,0,0,5
D&N Haveli,6 - Attempt to commit Rape (Section 376/511 IPC),0,0,0,0,0
D&N Haveli,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",14,6,2,0,22
D&N Haveli,7.1 - Kidnapping & Abduction (Section 363 IPC),14,6,2,0,22
D&N Haveli,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
D&N Haveli,7.3 - Kidnapping for Ransom (Section 364A IPC),0,0,0,0,0
D&N Haveli,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0,0,0,0,0
D&N Haveli,7.5 - Other Kidnapping,0,0,0,0,0
D&N Haveli,"8 - Dacoity (Section 395,396-398 IPC)",3,0,0,0,3
D&N Haveli,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
D&N Haveli,8.2 - Other Dacoity,3,0,0,0,3
D&N Haveli,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,0,0,0,0
D&N Haveli,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",5,0,0,0,5
D&N Haveli,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),18,8,0,0,26
D&N Haveli,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",6,0,0,0,6
D&N Haveli,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",12,8,0,0,20
D&N Haveli,12 - Theft (Section 379 to 382 IPC),46,15,0,0,61
D&N Haveli,12.1 - Auto Theft,6,1,0,0,7
D&N Haveli,12.2 - Other Thefts,40,14,0,0,54
D&N Haveli,"13 - Unlawful Assembly (Section 143,144 & 145)",0,0,0,0,0
D&N Haveli,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",28,16,7,0,51
D&N Haveli,14.1 - Communal,0,0,0,0,0
D&N Haveli,14.2 - Industrial,0,0,0,0,0
D&N Haveli,14.3 - Political,0,0,0,0,0
D&N Haveli,14.4 - Caste Conflict,0,0,0,0,0
D&N Haveli,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
D&N Haveli,14.4.2 - Other Caste Riots,0,0,0,0,0
D&N Haveli,14.5 - Agrarian,0,0,0,0,0
D&N Haveli,14.6 - Students,0,0,0,0,0
D&N Haveli,14.7 - Sectarian,0,0,0,0,0
D&N Haveli,14.8 - Other Riots,28,16,7,0,51
D&N Haveli,15 - Criminal Breach of Trust (Section 406 to 409 IPC),1,1,0,0,2
D&N Haveli,16 - Cheating (Section 420 IPC),5,17,1,0,23
D&N Haveli,"17 - Forgery (Section 465, 468 & 471 IPC)",0,0,0,0,0
D&N Haveli,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2,0,0,0,2
D&N Haveli,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
D&N Haveli,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
D&N Haveli,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2,0,0,0,2
D&N Haveli,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
D&N Haveli,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2,0,0,0,2
D&N Haveli,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
D&N Haveli,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
D&N Haveli,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
D&N Haveli,19 - Arson (Section 435-436 & 438 IPC),0,0,0,0,0
D&N Haveli,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",22,7,2,0,31
D&N Haveli,20.1 - Grievous Hurt (Section 325 & 326 IPC),22,7,2,0,31
D&N Haveli,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
D&N Haveli,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
D&N Haveli,21 - Dowry Deaths (Section 304-B IPC),0,0,0,0,0
D&N Haveli,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1,1,0,0,2
D&N Haveli,22.1 - Sexual Harassment (Section 354A IPC),0,0,0,0,0
D&N Haveli,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),0,0,0,0,0
D&N Haveli,22.3 - Voyeurism (Section 354C IPC),0,0,0,0,0
D&N Haveli,22.4 - Stalking (Section 354D IPC),0,0,0,0,0
D&N Haveli,22.5 - Others,1,1,0,0,2
D&N Haveli,23 - Insult to the Modesty of Women (Section 509 IPC),0,1,0,0,1
D&N Haveli,23.1 - At Office premises,0,0,0,0,0
D&N Haveli,23.2 - Places related to work other than Office,0,0,0,0,0
D&N Haveli,23.3 - In Public Transport system,0,0,0,0,0
D&N Haveli,23.4 - in Other Places,0,1,0,0,1
D&N Haveli,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2,3,0,0,5
D&N Haveli,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
D&N Haveli,26 - Causing Death by Negligence (Section 304-A IPC),25,27,8,0,60
D&N Haveli,26.1 - Deaths due to negligent driving/act,24,17,4,0,45
D&N Haveli,26.2 - Deaths due to Other Causes,1,10,4,0,15
D&N Haveli,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
D&N Haveli,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
D&N Haveli,27.2 - Other offences against State,0,0,0,0,0
D&N Haveli,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
D&N Haveli,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
D&N Haveli,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
D&N Haveli,29 - Extortion (Section 384 - 389 IPC),13,3,1,0,17
D&N Haveli,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
D&N Haveli,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),17,14,2,0,33
D&N Haveli,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
D&N Haveli,33 - Unnatural Offences U/s 377 IPC,0,0,0,0,0
D&N Haveli,34 - Other IPC crimes,8,20,6,0,34
D&N Haveli,35 - Total Cognizable IPC crimes,227,144,29,0,400
Daman & Diu,1 - Murder (Section 302 IPC),11,7,2,0,20
Daman & Diu,2 - Attempt to commit Murder (Section 307 IPC),5,4,1,1,11
Daman & Diu,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),0,0,0,0,0
Daman & Diu,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Daman & Diu,5 - Rape (Section 376 IPC),1,1,0,0,2
Daman & Diu,5.1 - Custodial Rape,0,0,0,0,0
Daman & Diu,5.1.1 - Gang Rape,0,0,0,0,0
Daman & Diu,5.1.2 - Other Rape,0,0,0,0,0
Daman & Diu,5.2 - Rape other than Custodial,1,1,0,0,2
Daman & Diu,5.2.1 - Gang Rape,0,0,0,0,0
Daman & Diu,5.2.2 - Other Rape,1,1,0,0,2
Daman & Diu,6 - Attempt to commit Rape (Section 376/511 IPC),0,0,0,0,0
Daman & Diu,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",4,4,2,0,10
Daman & Diu,7.1 - Kidnapping & Abduction (Section 363 IPC),0,2,0,0,2
Daman & Diu,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Daman & Diu,7.3 - Kidnapping for Ransom (Section 364A IPC),0,0,0,0,0
Daman & Diu,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0,0,0,0,0
Daman & Diu,7.5 - Other Kidnapping,4,2,2,0,8
Daman & Diu,"8 - Dacoity (Section 395,396-398 IPC)",0,1,0,0,1
Daman & Diu,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Daman & Diu,8.2 - Other Dacoity,0,1,0,0,1
Daman & Diu,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,1,0,0,1
Daman & Diu,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",3,3,3,1,10
Daman & Diu,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),22,3,0,0,25
Daman & Diu,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",8,2,0,0,10
Daman & Diu,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",14,1,0,0,15
Daman & Diu,12 - Theft (Section 379 to 382 IPC),7,4,0,0,11
Daman & Diu,12.1 - Auto Theft,5,2,0,0,7
Daman & Diu,12.2 - Other Thefts,2,2,0,0,4
Daman & Diu,"13 - Unlawful Assembly (Section 143,144 & 145)",0,0,0,0,0
Daman & Diu,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",29,7,1,0,37
Daman & Diu,14.1 - Communal,0,0,0,0,0
Daman & Diu,14.2 - Industrial,0,0,0,0,0
Daman & Diu,14.3 - Political,0,0,0,0,0
Daman & Diu,14.4 - Caste Conflict,0,0,0,0,0
Daman & Diu,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Daman & Diu,14.4.2 - Other Caste Riots,0,0,0,0,0
Daman & Diu,14.5 - Agrarian,0,0,0,0,0
Daman & Diu,14.6 - Students,0,0,0,0,0
Daman & Diu,14.7 - Sectarian,0,0,0,0,0
Daman & Diu,14.8 - Other Riots,29,7,1,0,37
Daman & Diu,15 - Criminal Breach of Trust (Section 406 to 409 IPC),0,0,0,0,0
Daman & Diu,16 - Cheating (Section 420 IPC),39,19,10,1,69
Daman & Diu,"17 - Forgery (Section 465, 468 & 471 IPC)",5,3,3,0,11
Daman & Diu,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",0,0,0,0,0
Daman & Diu,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Daman & Diu,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Daman & Diu,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),0,0,0,0,0
Daman & Diu,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
Daman & Diu,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),0,0,0,0,0
Daman & Diu,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
Daman & Diu,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Daman & Diu,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Daman & Diu,19 - Arson (Section 435-436 & 438 IPC),2,0,0,0,2
Daman & Diu,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",11,4,8,0,23
Daman & Diu,20.1 - Grievous Hurt (Section 325 & 326 IPC),11,4,8,0,23
Daman & Diu,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
Daman & Diu,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Daman & Diu,21 - Dowry Deaths (Section 304-B IPC),0,0,0,0,0
Daman & Diu,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2,1,0,0,3
Daman & Diu,22.1 - Sexual Harassment (Section 354A IPC),2,1,0,0,3
Daman & Diu,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),0,0,0,0,0
Daman & Diu,22.3 - Voyeurism (Section 354C IPC),0,0,0,0,0
Daman & Diu,22.4 - Stalking (Section 354D IPC),0,0,0,0,0
Daman & Diu,22.5 - Others,0,0,0,0,0
Daman & Diu,23 - Insult to the Modesty of Women (Section 509 IPC),0,0,0,0,0
Daman & Diu,23.1 - At Office premises,0,0,0,0,0
Daman & Diu,23.2 - Places related to work other than Office,0,0,0,0,0
Daman & Diu,23.3 - In Public Transport system,0,0,0,0,0
Daman & Diu,23.4 - in Other Places,0,0,0,0,0
Daman & Diu,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),0,0,0,0,0
Daman & Diu,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Daman & Diu,26 - Causing Death by Negligence (Section 304-A IPC),4,10,3,0,17
Daman & Diu,26.1 - Deaths due to negligent driving/act,3,6,1,0,10
Daman & Diu,26.2 - Deaths due to Other Causes,1,4,2,0,7
Daman & Diu,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Daman & Diu,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Daman & Diu,27.2 - Other offences against State,0,0,0,0,0
